journal_id,title,issn,lang,years,database
"46477","Orthopaedic Nursing","0744-6020","西文","1998-2012.03","ProQuest 【電子期刊】"
"49329","Orthopaedic Surgery","1757-7853","西文","2/1/2019+","ProQuest 【電子期刊】"
"38322","Orthopaedics & Traumatology: Surgery & Research","1877-0568","西文","2009.02-present","ClinicalKey 【電子期刊&電子書】"
"38323","Orthopaedics and Trauma","1877-1327","西文","2009.02-present","ClinicalKey 【電子期刊&電子書】"
"48451","Orthopaedics Today Europe","1942-6275","西文","1/1/2008+","ProQuest 【電子期刊】"
"38503","Orthopedic Clinics of North America, The","0030-5898","西文","2007-present","ClinicalKey 【電子期刊&電子書】"
"49330","Orthopedic Research and Reviews","1179-1462","西文","1/1/2009+","ProQuest 【電子期刊】"
"49331","Orthopedic Reviews","2035-8164","西文","6/1/2009-3/1/2021","ProQuest 【電子期刊】"
"19097","Orthopedics","0147-7447","西文","20030101-20101201","MEDLINE電子期刊"
"46478","Orthopedics (1978-2007)","0147-7447","西文","1978-2007","ProQuest 【電子期刊】"
"46479","Orthopedics (Online)(2008+)","0147-7447","西文","2008.01-present","ProQuest 【電子期刊】"
"48452","Orthopedics Today","0279-5647","西文","1/1/2008+","ProQuest 【電子期刊】"
"38629","Orthoplastic Surgery","2666-769X","西文","2020-present","ClinicalKey 【電子期刊&電子書】"
"38324","Osteoarthritis and Cartilage","1063-4584","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"38542","Osteoarthritis and Cartilage Open","2665-9131","西文","2019-present","ClinicalKey 【電子期刊&電子書】"
"38630","Osteoarthritis Imaging","2772-6541","西文","2021-present","ClinicalKey 【電子期刊&電子書】"
"47655","Osteopathic Medicine and Primary Care","1750-4732","西文","2009-2010","ProQuest 【電子期刊】"
"38810","Osteoporosis and Sarcopenia","2405-5255","西文","2015-present","ClinicalKey 【電子期刊&電子書】"
"46480","Osteoporosis International","0937-941X","西文","1997-present","ProQuest 【電子期刊】"
"49739","Osteoporosis International","0937-941X","西文","1997-present","Springer 【電子期刊】"
"18850","Osteoporosis international: a journal established as result of cooperation between the European Foundation for Osteoporosis and the National...","0937-941X","西文","20000101-","MEDLINE電子期刊"
"47514","OT Practice","1084-4902","西文","2006-2018","ProQuest 【電子期刊】"
"47515","OTJR","1539-4492","西文","1981-2014","ProQuest 【電子期刊】"
"6933","OTJR: Occupation, Participation and Health(南醫停訂,全文到2014年,彰濱有)","","","","南醫單本訂購期刊"
"49332","OTO Open","2473-974X","西文","1/1/2017+","ProQuest 【電子期刊】"
"38325","Otolaryngologic Clinics of North America, The","0030-6665","西文","2007/02-present","ClinicalKey 【電子期刊&電子書】"
"38519","Otolaryngology Case Reports","2468-5488","西文","2016.01-present","ClinicalKey 【電子期刊&電子書】"
"49813","Otolaryngology-Head and Neck Surgery","0194-5998","西文","1978-present","Wiley Online Library(電子期刊)"
"6705","Otolaryngology-Head and Neck Surgery","0194-5998","西文","1978.01-2026.12訂購年份:2026-2030(五年約)","彰秀單本期刊"
"37768","Otology & Neurotology","1531-7129","西文","2001.01-present","OVID 【電子期刊】"
"47771","Our Dermatology Online","2081-9390","西文","2010-present","ProQuest 【電子期刊】"
"48108","Outlook","0737-3732","西文","2006-present","ProQuest 【電子期刊】"
"46752","Oxidative Medicine and Cellular Longevity","1942-0900","西文","2014 - present","ProQuest 【電子期刊】"
"19093","The oncologist","1083-7159","西文","20060901-","MEDLINE電子期刊"
"51223","Die Pathologie","2731-7188","西文","3/1/1997+","ProQuest 【電子期刊】"
"49595","Die Pathologie","2731-7188","西文","1997-present","Springer 【電子期刊】"
"49794","Die Psychotherapie","2731-7161","西文","1996-present","Springer 【電子期刊】"
"47896","La Presse Thermale et Climatique","0032-7875","西文","2014-2016","ProQuest 【電子期刊】"
"49740","Pädiatrie & Pädologie","0030-9338","西文","2007-present","Springer 【電子期刊】"
"47643","PA AP Presion Arterial Revista de Hipertension Para la Atencion Primaria","1139-1596","西文","2004-2018","ProQuest 【電子期刊】"
"37823","PACEsetterS","1449-7700","西文","2004.01-2012.09","OVID 【電子期刊】"
"18890","Pacing and clinical electrophysiology: PACE","0147-8389","西文","19780101-","MEDLINE電子期刊"
"49805","Pädiatrie hands-on","1867-2132","西文","2009-present","Springer 【電子期刊】"
"49333","Paediatric & Neonatal Pain","2637-3807","西文","9/1/2019+","ProQuest 【電子期刊】"
"19217","Paediatric anaesthesia","1155-5645","西文","19980101-","MEDLINE電子期刊"
"18981","Paediatric and perinatal epidemiology","0269-5022","西文","19980101-","MEDLINE電子期刊"
"19115","Paediatric drugs","1174-5878","西文","19990101-20150601","MEDLINE電子期刊"
"46753","Paediatric Nursing; Harrow on the Hill","0962-9513","西文","1999 - 2011","ProQuest 【電子期刊】"
"38328","Paediatric Respiratory Reviews","1526-0542","西文","2007/03-present","ClinicalKey 【電子期刊&電子書】"
"46490","Paediatrics & Child Health","1205-7088","西文","2013.01-present","ProQuest 【電子期刊】"
"38329","Paediatrics and Child Health","1751-7222","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"49334","Paediatrics and Family Medicine","1734-1531","西文","1/1/2008+","ProQuest 【電子期刊】"
"19116","Paediatrics and international child health","2046-9047","西文","20120201-","MEDLINE電子期刊"
"48491","Paediatrics and International Child Health","2046-9047","西文","12/1/1997-12/1/2000","ProQuest 【電子期刊】"
"48492","Paediatrics Today","1174-5894","西文","1/5/2008-11/22/2008","ProQuest 【電子期刊】"
"37769","Pain","0304-3959","西文","2000 / 02 -","OVID 【電子期刊】"
"48586","Pain and Therapy","2193-8237","西文","9/1/2012+","ProQuest 【電子期刊】"
"46754","Pain Management; London","1758-1869","西文","2011 - 2015","ProQuest 【電子期刊】"
"48587","Pain Medicine","1526-2375","西文","1/1/2016+","ProQuest 【電子期刊】"
"19219","Pain medicine: the official journal of the American Academy of Pain Medicine","1526-2375","西文","20030301-20151201","MEDLINE電子期刊"
"49335","Pain Physician","1533-3159","西文","1/1/2001+","ProQuest 【電子期刊】"
"46491","Pain Research & Management : The Journal of the Canadian Pain Society","1203-6765","西文","2006.12-present","ProQuest 【電子期刊】"
"37187","Pain Research and Treatment","2090-1542","西文","20141201-20141201","Airiti Library 【華藝中文電子期刊】"
"47517","Pain Reviews","0968-1302","西文","1998-2002","ProQuest 【電子期刊】"
"47518","Pakistan Armed Forces Medical Journal","0030-9648","西文","2011-present","ProQuest 【電子期刊】"
"47958","Pakistan Journal of Medical Research","0030-9842","西文","2010-present","ProQuest 【電子期刊】"
"47519","Pakistan Journal of Medical Sciences Quarterly","1681-715X","西文","2012-present","ProQuest 【電子期刊】"
"47520","Pakistan Journal of Pathology","1024-6193","西文","2010-2011","ProQuest 【電子期刊】"
"19141","Pakistan journal of pharmaceutical sciences","1011-601X","西文","20080401-","MEDLINE電子期刊"
"48139","Pakistan Journal of Science","0030-9877","西文","2012-present","ProQuest 【電子期刊】"
"47746","Pakistan Oral & Dental Journal","1012-8700","西文","2010-present","ProQuest 【電子期刊】"
"46493","Palliative & Supportive Care","1478-9515","西文","2003.09-present","ProQuest 【電子期刊】"
"48320","Palliative Care and Social Practice","","西文","1/1/2008+","ProQuest 【電子期刊】"
"37188","Palliative Care: Research and Treatment","","西文","20111201-20151201","Airiti Library 【華藝中文電子期刊】"
"46494","Palliative Medicine","0269-2163","西文","1998-present","ProQuest 【電子期刊】"
"49336","Pallimed [BLOG]","","西文","7/30/2018-11/29/2022","ProQuest 【電子期刊】"
"49337","Pamukkale Medical Journal","1309-9833","西文","1/1/2008-1/1/2022","ProQuest 【電子期刊】"
"47521","Pan African Medical Journal, The","1937-8688","西文","2014-present","ProQuest 【電子期刊】"
"37770","Pancreas","0885-3177","西文","1986.01-present","OVID 【電子期刊】"
"38330","Pancreatology","1424-3903","西文","2007/05-present","ClinicalKey 【電子期刊&電子書】"
"18976","Pancreatology: official journal of the International Association of Pancreatology (IAP) ...","1424-3903","西文","20050101-20111201","MEDLINE電子期刊"
"19271","Papua and New Guinea medical journal","0031-1480","西文","20060901-","MEDLINE電子期刊"
"46952","Parasite","1252-607X","西文","2012-present","ProQuest 【電子期刊】"
"18925","Parasite immunology","0141-9838","西文","19980101-","MEDLINE電子期刊"
"46496","Parasites & Vectors","1756-3305","西文","2009-present","ProQuest 【電子期刊】"
"27954","Parasites, hosts and diseases","2982-5164","西文","20230501-","MEDLINE電子期刊"
"46497","Parasitology","0031-1820","西文","2001-present","ProQuest 【電子期刊】"
"38331","Parasitology International","1383-5769","西文","2007/03-present","ClinicalKey 【電子期刊&電子書】"
"46949","Parasitology Open","2055-7094","西文","2017-present","ProQuest 【電子期刊】"
"48588","Parkinson's Disease","2090-8083","西文","1/1/2014+","ProQuest 【電子期刊】"
"38332","Parkinsonism and Related Disorders","1353-8020","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"37189","Parkinson＇s Disease","2042-0080","西文","20141201-20141201","Airiti Library 【華藝中文電子期刊】"
"46498","Particle and Fibre Toxicology","1743-8977","西文","2009-present","ProQuest 【電子期刊】"
"46499","Pathobiology","1015-2008","西文","1995.05-present","ProQuest 【電子期刊】"
"47139","Pathobiology of Aging & Age-related Diseases","2001-0001","西文","2013-present","ProQuest 【電子期刊】"
"46928","PathoGenetics","1755-8417","西文","2009-2010","ProQuest 【電子期刊】"
"19047","Pathogens and disease","","西文","20130201-20141201","MEDLINE電子期刊"
"46755","Pathogens and Disease; Oxford","2049-632X","西文","2015 - present","ProQuest 【電子期刊】"
"38333","Pathology","0031-3025","西文","2007.02-present","ClinicalKey 【電子期刊&電子書】"
"37771","Pathology","1465-3931","西文","2009.01-2015.12","OVID 【電子期刊】"
"37772","Pathology Case Reviews","1082-9784","西文","2001-2015","OVID 【電子期刊】"
"19107","Pathology international","1320-5463","西文","19980101-","MEDLINE電子期刊"
"46500","Pathology Oncology Research : POR","1219-4956","西文","1997-2019","ProQuest 【電子期刊】"
"37190","Pathology Research International","2042-003X","西文","20141201-20141201","Airiti Library 【華藝中文電子期刊】"
"47522","Pathology Research International","2090-8091","西文","2012-2018","ProQuest 【電子期刊】"
"46501","Pathology, Research and Practice","0344-0338","西文","2001-2005","ProQuest 【電子期刊】"
"19022","Pathophysiology of haemostasis and thrombosis","1424-8832","西文","20050101-20101201","MEDLINE電子期刊"
"47523","Patient Care","0845-065X","西文","2002-2006","ProQuest 【電子期刊】"
"38334","Patient Education and Counselling","0738-3991","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"47524","Patient Education Management","1087-0296","西文","2008-2011","ProQuest 【電子期刊】"
"47857","Patient Safety in Surgery","1754-9493","西文","2009-present","ProQuest 【電子期刊】"
"46502","Patient, The","1178-1653","西文","2008.01-present","ProQuest 【電子期刊】"
"38680","PEC Innovation","2772-6282","西文","2022-present","ClinicalKey 【電子期刊&電子書】"
"49338","Pediatria (Rome)","2240-3183","西文","1/1/2022+","ProQuest 【電子期刊】"
"18910","Pediatric allergy and immunology: official publication of the European Society of Pediatric Allergy and Immunology","0905-6157","西文","19960201-","MEDLINE電子期刊"
"46509","Pediatric and Developmental Pathology","1093-5266","西文","2005.07-present","ProQuest 【電子期刊】"
"19117","Pediatric annals","0090-4481","西文","20030101-20101201","MEDLINE電子期刊"
"46503","Pediatric Annals","0090-4481","西文","1972.10-present","ProQuest 【電子期刊】"
"19231","Pediatric cardiology","0172-0643","西文","20030101-","MEDLINE電子期刊"
"49741","Pediatric Cardiology","0172-0643","西文","1997-present","Springer 【電子期刊】"
"38335","Pediatric Clinics of North America","0031-3955","西文","2007/02-present","ClinicalKey 【電子期刊&電子書】"
"37773","Pediatric Critical Care Medicine","1529-7535","西文","2000.07-present","OVID 【電子期刊】"
"38504","Pediatric Dental Journal","0917-2394","西文","2014-present","ClinicalKey 【電子期刊&電子書】"
"46756","Pediatric Drugs","1174-5878","西文","2008-present(delay1年)","ProQuest 【電子期刊】"
"37774","Pediatric Emergency Care","0749-5161","西文","2000.02-present","OVID 【電子期刊】"
"48453","Pediatric Emergency Medicine Reports","1082-3344","西文","1/1/2008+","ProQuest 【電子期刊】"
"18977","Pediatric endocrinology, diabetes, and metabolism","2081-237X","西文","20070301-","MEDLINE電子期刊"
"48493","Pediatric Health","1745-5111","西文","10/1/2007-12/1/2010","ProQuest 【電子期刊】"
"19289","Pediatric hematology and oncology","0888-0018","西文","19990101-","MEDLINE電子期刊"
"38798","Pediatric Hematology Oncology Journal","2468-1245","西文","2016-present","ClinicalKey 【電子期刊&電子書】"
"37775","Pediatric Infectious Disease Journal","0891-3668","西文","1996.01-present","OVID 【電子期刊】"
"49339","Pediatric Investigation","2096-3726","西文","12/1/2017+","ProQuest 【電子期刊】"
"46504","Pediatric Nephrology","0931-041X","西文","1996.08-present","ProQuest 【電子期刊】"
"49742","Pediatric Nephrology","0931-041X","西文","1997-present","Springer 【電子期刊】"
"19122","Pediatric nephrology: journal of the International Pediatric Nephrology Association","0931-041X","西文","19960801-","MEDLINE電子期刊"
"38336","Pediatric Neurology","0887-8994","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"49340","Pediatric Neurology Briefs","1043-3155","西文","1/1/2010-1/1/2021","ProQuest 【電子期刊】"
"19123","Pediatric neurosurgery","1016-2291","西文","19980101-","MEDLINE電子期刊"
"46505","Pediatric Neurosurgery","1016-2291","西文","1998-present","ProQuest 【電子期刊】"
"46506","Pediatric Nursing","0097-9805","西文","1997.11-present","ProQuest 【電子期刊】"
"18802","Pediatric pathology & molecular medicine","1522-7952","西文","19980301-20031201","MEDLINE電子期刊"
"37776","Pediatric Physical Therapy","0898-5669","西文","Spring2000-present","OVID 【電子期刊】"
"19119","Pediatric radiology","0301-0449","西文","20000101-","MEDLINE電子期刊"
"46507","Pediatric Radiology","0301-0449","西文","1997-present","ProQuest 【電子期刊】"
"49743","Pediatric Radiology","0301-0449","西文","1997-present","Springer 【電子期刊】"
"19120","Pediatric rehabilitation","1363-8491","西文","19990101-20061201","MEDLINE電子期刊"
"49341","Pediatric Reports","2036-749X","西文","6/1/2009+","ProQuest 【電子期刊】"
"48494","Pediatric Research","0031-3998","西文","2/1/2016+","ProQuest 【電子期刊】"
"46757","Pediatric Rheumatology","","西文","2009 - present","ProQuest 【電子期刊】"
"19342","Pediatric surgery international","0179-0358","西文","20000101-","MEDLINE電子期刊"
"46508","Pediatric Surgery International","0179-0358","西文","1997.02-present","ProQuest 【電子期刊】"
"49744","Pediatric Surgery International","0179-0358","西文","1997-present","Springer 【電子期刊】"
"19121","Pediatric transplantation","1397-3142","西文","19990201-","MEDLINE電子期刊"
"92","Pediatrics","0031-4005","西文","2014.06-2026.12","彰秀單本期刊"
"38337","Pediatrics & Neonatology","1875-9572","西文","2008/04-present","ClinicalKey 【電子期刊&電子書】"
"48495","Pediatrics for Parents","0730-6725","西文","1/1/1998-3/1/2015","ProQuest 【電子期刊】"
"6937","Pediatrics in Review","0191-9601","英文","1979-present","南醫單本訂購期刊"
"37191","Pediatrics Research International Journal","2329-9282","西文","20131130-20151201","Airiti Library 【華藝中文電子期刊】"
"6936","Pediatrics(南醫2024年起停訂)","0031-4005","英文","1940-present","南醫單本訂購期刊"
"46510","Pedobiologia","0031-4056","西文","2002-2005","ProQuest 【電子期刊】"
"49342","Pelviperineology","1973-4905","西文","3/1/2007-6/1/2021","ProQuest 【電子期刊】"
"47525","People's Medical Society Newsletter","0736-4873","西文","1997-2003","ProQuest 【電子期刊】"
"38338","Performance Enhancement & Health","2211-2669","西文","2012/08-present","ClinicalKey 【電子期刊&電子書】"
"19245","Perfusion","0267-6591","西文","19970101-20160501","MEDLINE電子期刊"
"46511","Perfusion","0267-6591","西文","1997-present","ProQuest 【電子期刊】"
"6938","Periodontology 2000","0906-6713","西文","1997-present訂購年份:2025(三院共享)","南醫單本訂購期刊"
"38339","Perioperative Care and Operating Room Management","2405-6030","西文","2015.12-present","ClinicalKey 【電子期刊&電子書】"
"48321","Perioperative Medicine","2047-0525","西文","1/1/2015+","ProQuest 【電子期刊】"
"51090","Personality and Individual Differences","0191-8869","西文","2015-present","ClinicalKey 【電子期刊&電子書】"
"19171","Personality and social psychology review: an official journal of the Society for Personality and Social Psychology, Inc.","1088-8683","西文","20030201-20061201","MEDLINE電子期刊"
"47526","Personalized Medicine","1741-0541","西文","2004-2015","ProQuest 【電子期刊】"
"49343","Personalized Medicine Bulletin [BLOG]","","西文","10/19/2018+","ProQuest 【電子期刊】"
"47002","Personnel Journal (pre-1986)","0031-5745","西文","1927-1985","ProQuest 【電子期刊】"
"47019","Personnel Today","0959-5848","西文","2003-2010","ProQuest 【電子期刊】"
"47915","Perspectivas en Nutrición Humana","0124-4108","西文","2011-present","ProQuest 【電子期刊】"
"46518","Perspectives","0831-7445","西文","2012.04-present","ProQuest 【電子期刊】"
"49344","Perspectives","1096-5955","西文","3/31/2001-1/1/2004","ProQuest 【電子期刊】"
"46512","Perspectives (pre-2012)","0831-7445","西文","2006.04-2011.12","ProQuest 【電子期刊】"
"46513","Perspectives in Biology and Medicine","0031-5982","西文","2002.10-present","ProQuest 【電子期刊】"
"47527","Perspectives in Clinical Research","2229-3485","西文","2011-present","ProQuest 【電子期刊】"
"46514","Perspectives in Health Information Management","1559-4122","西文","2008.01.30-present","ProQuest 【電子期刊】"
"37192","Perspectives in Medicinal Chemistry","","西文","20111201-20151201","Airiti Library 【華藝中文電子期刊】"
"19151","Perspectives in psychiatric care","0031-5990","西文","19980701-","MEDLINE電子期刊"
"46515","Perspectives in Psychiatric Care","0031-5990","西文","1997.10-2010.10","ProQuest 【電子期刊】"
"46516","Perspectives in Public Health","1757-9139","西文","2005-present","ProQuest 【電子期刊】"
"18952","Perspectives in vascular surgery and endovascular therapy","1531-0035","西文","20050301-20131201","MEDLINE電子期刊"
"16774","Perspectives of the ASHA special interest groups","2381-473X","西文","2020.01-2026.12","彰秀單本期刊"
"49345","Perspectives on Medical Education","2212-2761","西文","3/1/2012-12/1/2022","ProQuest 【電子期刊】"
"18900","Perspectives on sexual and reproductive health","1538-6341","西文","20020101-","MEDLINE電子期刊"
"46517","Perspectives on Sexual and Reproductive Health","1538-6341","西文","1991.07-2009.06","ProQuest 【電子期刊】"
"38326","PET Clinics","1556-8598","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"46960","Pflügers Archiv - European Journal of Physiology; Heidelberg","0031-6768","西文","1997-present","ProQuest 【電子期刊】"
"18939","Pflugers Archiv: European journal of physiology","0031-6768","西文","20000101-","MEDLINE電子期刊"
"47959","Pharma","1746-174X","西文","2008-2012","ProQuest 【電子期刊】"
"47960","Pharma Innovation, The","2277-7695","西文","2012-present","ProQuest 【電子期刊】"
"49346","Pharma Patents Law [BLOG]","","西文","7/24/2018+","ProQuest 【電子期刊】"
"47961","Pharma Times","0963-6366","西文","2013-present","ProQuest 【電子期刊】"
"47962","Pharmaceutical Biology","1388-0209","西文","2017-present","ProQuest 【電子期刊】"
"19132","Pharmaceutical development and technology","1083-7450","西文","19990101-","MEDLINE電子期刊"
"47963","Pharmaceutical Executive","0279-6570","西文","1994-present","ProQuest 【電子期刊】"
"47964","Pharmaceutical Executive Europe","1753-7878","西文","2006-2007","ProQuest 【電子期刊】"
"47965","Pharmaceutical Executive Global Digest","","西文","2008-2014","ProQuest 【電子期刊】"
"47966","Pharmaceutical Medicine","1178-2595","西文","2008-present","ProQuest 【電子期刊】"
"49347","Pharmaceutical Patent Analyst","2046-8954","西文","1/1/2018-12/1/2020","ProQuest 【電子期刊】"
"47967","Pharmaceutical Processing","1049-9156","西文","2014-present","ProQuest 【電子期刊】"
"46519","Pharmaceutical Research","0724-8741","西文","1997-present","ProQuest 【電子期刊】"
"47968","Pharmaceutical Sciences","1735-403X","西文","2013-present","ProQuest 【電子期刊】"
"47969","Pharmacie Globale","0976-8157","西文","2012-2017","ProQuest 【電子期刊】"
"46520","PharmacoEconomics","1170-7690","西文","2008.01-present","ProQuest 【電子期刊】"
"47983","PharmacoEconomics & Outcomes News","1173-5503","西文","2008-present","ProQuest 【電子期刊】"
"49348","PharmacoEconomics - Open","2509-4262","西文","3/1/2017+","ProQuest 【電子期刊】"
"37777","Pharmacogenetics and Genomics","1744-6872","西文","2005.01-present","OVID 【電子期刊】"
"46521","Pharmacogenomics","1462-2416","西文","2000.02-present","ProQuest 【電子期刊】"
"46522","Pharmacogenomics Journal, The","1470-269X","西文","2001-present","ProQuest 【電子期刊】"
"47970","Pharmacognosy Communications","2249-0159","西文","2013-present","ProQuest 【電子期刊】"
"47971","Pharmacognosy Magazine","0973-1296","西文","2008-present","ProQuest 【電子期刊】"
"46794","Pharmacognosy Research","0976-4836","西文","2011-present","ProQuest 【電子期刊】"
"47972","Pharmacognosy Reviews","0973-7847","西文","2008-present","ProQuest 【電子期刊】"
"19140","Pharmacology","0031-7012","西文","19980101-(Delay 1 year)","MEDLINE電子期刊"
"46523","Pharmacology","0031-7012","西文","1998-present","ProQuest 【電子期刊】"
"19139","Pharmacology & toxicology","0901-9928","西文","20020801-20031201","MEDLINE電子期刊"
"47973","Pharmacology Research & Perspectives","2052-1707","西文","2013-present","ProQuest 【電子期刊】"
"51058","Pharmacotherapy","1875-9114","西文","1996-present","Wiley Online Library(電子期刊)"
"6712","Pharmacotherapy","1875-9114","西文","1997-present訂購年份:2026-2030(五年約)","彰秀單本期刊"
"47974","Pharmacy Post","1199-2131","西文","2002-2006","ProQuest 【電子期刊】"
"47975","Pharmacy Practice","1885-642X","西文","2006-2019","ProQuest 【電子期刊】"
"49349","Pharmacy Times","0003-0627","西文","9/1/2020+","ProQuest 【電子期刊】"
"49350","Pharmacy Times Generics Issue","","西文","6/1/2003-8/17/2021","ProQuest 【電子期刊】"
"49351","Pharmacy Times Health Systems","","西文","9/25/2020+","ProQuest 【電子期刊】"
"49352","Pharmacy Times OTC Issue","","西文","9/1/2020+","ProQuest 【電子期刊】"
"46524","Philosophy, Ethics and Humanities in Medicine : PEHM","1747-5341","西文","2009-present","ProQuest 【電子期刊】"
"47529","Phlebology","0268-3555","西文","2004-2006","ProQuest 【電子期刊】"
"46525","Photochemistry and Photobiology","0031-8655","西文","1998.11-2010.01","ProQuest 【電子期刊】"
"18895","Photodermatology, photoimmunology & photomedicine","0905-4383","西文","20020801-","MEDLINE電子期刊"
"38340","Photodiagnosis and Photodynamic Therapy","1572-1000","西文","2007/03-present","ClinicalKey 【電子期刊&電子書】"
"46526","Photosynthesis Research","0166-8595","西文","1997-present","ProQuest 【電子期刊】"
"38341","Physica Medica","1120-1797","西文","2007/03-present","ClinicalKey 【電子期刊&電子書】"
"49353","Physical & Engineering Sciences in Medicine","0158-9938","西文","3/1/2005+","ProQuest 【電子期刊】"
"18904","Physical & occupational therapy in pediatrics","0194-2638","西文","20010301-","MEDLINE電子期刊"
"27955","Physical and engineering sciences in medicine","2662-4729","西文","20210301-","MEDLINE電子期刊"
"47099","Physical Culture and Sport","2081-2221","西文","2009-present","ProQuest 【電子期刊】"
"38342","Physical Medicine and Rehabilitation Clinics of North America","1047-9651","西文","2007/02-present","ClinicalKey 【電子期刊&電子書】"
"19362","Physical therapy","0031-9023","西文","20000101-20161201","MEDLINE電子期刊"
"46527","Physical Therapy","0031-9023","西文","1996.12-present","ProQuest 【電子期刊】"
"38343","Physical Therapy in Sport","1466-853X","西文","2007/02-present","ClinicalKey 【電子期刊&電子書】"
"46528","Physical Therapy in Sport","1466-853X","西文","2003-present","ProQuest 【電子期刊】"
"48507","Physical Therapy Products (Online)","","西文","1/1/2005+","ProQuest 【電子期刊】"
"47530","Physician Assistant","8750-7544","西文","1999-2001","ProQuest 【電子期刊】"
"38525","Physician Assistant Clinics","2405-7991","西文","2016-present","ClinicalKey 【電子期刊&電子書】"
"19017","Physician executive","0898-2759","西文","19940701-20140801","MEDLINE電子期刊"
"46529","Physician Executive","0898-2759","西文","2004.05-present","ProQuest 【電子期刊】"
"18823","Physician leadership journal","2374-4030","西文","20140901-","MEDLINE電子期刊"
"47262","Physician Leadership Journal","2374-4030","西文","2014-present","ProQuest 【電子期刊】"
"47181","Physician Practice Perspectives","","西文","2009-2017","ProQuest 【電子期刊】"
"38797","Physics and Imaging in Radiation Oncology","2405-6316","西文","2017-present","ClinicalKey 【電子期刊&電子書】"
"18908","Physiological and biochemical zoology: PBZ","1522-2152","西文","19990101-","MEDLINE電子期刊"
"46961","Physiological Reports","2051-817X","西文","2013-present","ProQuest 【電子期刊】"
"46530","Physiological Research","0862-8408","西文","2005-present","ProQuest 【電子期刊】"
"18902","Physiological research / Academia Scientiarum Bohemoslovaca","0862-8408","西文","20060101-","MEDLINE電子期刊"
"38344","Physiology & Behavior","0031-9384","西文","2007/1/30-present","ClinicalKey 【電子期刊&電子書】"
"38345","Physiotherapy","0031-9406","西文","2007/03-present","ClinicalKey 【電子期刊&電子書】"
"48499","Physiotherapy Quarterly","1230-8323","西文","2008-present","ProQuest 【電子期刊】"
"48454","Physiotherapy Research International","1358-2267","西文","1/1/1998-1/1/2002","ProQuest 【電子期刊】"
"19363","Physiotherapy research international: the journal for researchers and clinicians in physical therapy","1358-2267","西文","20000301-","MEDLINE電子期刊"
"46531","Phytomedicine","0944-7113","西文","2001.11-2005.05","ProQuest 【電子期刊】"
"46882","Phytopathology","0031-949X","西文","2002-2005","ProQuest 【電子期刊】"
"19094","Pigment cell & melanoma research","1755-1471","西文","20080201-","MEDLINE電子期刊"
"18817","Pigment cell research / sponsored by the European Society for Pigment Cell Research and the International Pigment Cell Society","0893-5785","西文","19990201-20071201","MEDLINE電子期刊"
"47772","Pigment International","2349-5847","西文","2015-present","ProQuest 【電子期刊】"
"47532","Pilot and Feasibility Studies","2055-5784","西文","2015-present","ProQuest 【電子期刊】"
"46532","Pituitary","1386-341X","西文","1999.06-present","ProQuest 【電子期刊】"
"49745","Pituitary","1386-341X","西文","1998-present","Springer 【電子期刊】"
"38346","Placenta","0143-4004","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"19384","Plant biology","1435-8603","西文","20080101-","MEDLINE電子期刊"
"46533","Plant Cell","1040-4651","西文","1998.11-2012.08","ProQuest 【電子期刊】"
"46534","Plant Cell Reports","0721-7714","西文","1997.02-present","ProQuest 【電子期刊】"
"19076","Plant foods for human nutrition","0921-9668","西文","20040301-","MEDLINE電子期刊"
"46929","Plant Methods","1746-4811","西文","2009-present","ProQuest 【電子期刊】"
"46535","Plant Molecular Biology","0167-4412","西文","1997-present","ProQuest 【電子期刊】"
"46536","Plant Physiology","0032-0889","西文","1998.10-2012.08","ProQuest 【電子期刊】"
"19385","Planta","0032-0935","西文","19991101-","MEDLINE電子期刊"
"46537","Planta; 0032-0935","0032-0935","西文","2002.11-present","ProQuest 【電子期刊】"
"37778","Plastic & Reconstructive Surgery","0032-1052","西文","1996.01-present","OVID 【電子期刊】"
"46538","Plastic and Aesthetic Nursing","0741-5206","西文","1997-2003.12","ProQuest 【電子期刊】"
"37780","Plastic and Reconstructive Surgery - Global Open","2169-7574","西文","2013.04-present","OVID 【電子期刊】"
"47858","Plastic Surgery","2292-5503","西文","2014-2018","ProQuest 【電子期刊】"
"49354","Plastic Surgery Case Studies","2513-826X","西文","3/1/2016-1/1/2021","ProQuest 【電子期刊】"
"37193","Plastic Surgery International","2090-1461","西文","20141201-20141201","Airiti Library 【華藝中文電子期刊】"
"47859","Plastic Surgery Practice (Online)","","西文","2005-present","ProQuest 【電子期刊】"
"37194","Plastic Surgery: An International Journal","2327-3550","西文","20130623-20140531","Airiti Library 【華藝中文電子期刊】"
"37779","Plastic Surgical Nursing","0741-5206","西文","2004-2021","OVID 【電子期刊】"
"19242","Platelets","0953-7104","西文","20000201-","MEDLINE電子期刊"
"18934","PLoS biology","1544-9173","西文","20031001-","MEDLINE電子期刊"
